slug,name,font_type,merchant_block_position,logo_placement,divider_style,total_divider_style,total_emphasis,layout_signature,money_row_order,quantity_column,barcode_placement,number_format,background_type,header_alignment,section_count
Nando's-Receipt,Nando's Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Nando's-UK-Receipt,Nando's UK Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Nanny-Receipt,Nanny Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DOTS,NONE,HEADER|CUSTOM|DATE|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,9
Natural-Grocers-Receipt,Natural Grocers Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_4,CENTER,5
Neiman-Marcus-Receipt,Neiman Marcus Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,PERCENT_10,HEADER|ITEMS|CUSTOM|BARCODE,ITEM>SUBTOTAL>TOTAL,PRESENT,BOTTOM,LEFT,CRUMPLED_1,LEFT,4
Neosurf-Receipt,Neosurf Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Neste-Oil-K-market-Receipt,Neste Oil K-market Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|BARCODE,ITEM,ABSENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,4
Netto-Receipt,Netto Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
New-Balance-Receipt,New Balance Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,3
New-World-Albany-Receipt,New World Albany Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|PAYMENT|CUSTOM,ITEM>TENDER>SUBTOTAL>TOTAL>META,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,3
New-York-Fries-Receipt,New York Fries Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Nia-Restaurant-Receipt,Nia Restaurant Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Nike-Shoes-Receipt-example-with-Air-Jordan-Retro-4-Levis-Debit-card-and-3-more-items-totalling-611-dollars-10-cents,"Nike Shoes Receipt example with Air Jordan Retro 4 Levis, Debit card and 3 more items totalling 611 dollars 10 cents",MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,6
Nike-Shoes-Receipt-example-with-Air-max-95central-cee-Sales-Tax-and-3-more-items-totalling-192-dollars-10-cents,"Nike Shoes Receipt example with Air max 95central cee, Sales Tax and 3 more items totalling 192 dollars 10 cents",MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,6
Nike-Shoes-Receipt,Nike Shoes Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,6
Noel-Leeming-Receipt,Noel Leeming Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,NONE,NONE,HEADER|CUSTOM|PAYMENT|CUSTOM|BARCODE|CUSTOM,TOTAL>ITEM>CHANGE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,LEFT,6
Noesaka-PIK-Receipt,Noesaka PIK Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Noodles-Kober-Receipt,Noodles Kober Receipt,MERCHANT_COPY,MIDDLE,MIDDLE,DASHES,NONE,NONE,CUSTOM|HEADER|CUSTOM|PAYMENT|ITEMS|CUSTOM,TOTAL>TAX>SUBTOTAL>TENDER>ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Nordsee-Receipt,Nordsee Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Nordstrom-Rack-Receipt,Nordstrom Rack Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Nordstrom-Receipt,Nordstrom Receipt,RECEIPTIONAL_RECEIPT,MIDDLE,MIDDLE,EMPTY,NONE,NONE,CUSTOM|HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,UNSET,CENTER,7
Nordstrom-Store-Receipt,Nordstrom Store Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|ITEMS|ITEMS|ITEMS|BARCODE|CUSTOM,ITEM>TOTAL,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Northern-Tool-+-Equipment-Receipt,Northern Tool + Equipment Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
Notary-Receipt,Notary Receipt,MERCHANT_COPY,TOP,TOP,STARS,NONE,PERCENT_50,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Nothing-Bundt-Cakes-Receipt,Nothing Bundt Cakes Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
O!Save-Receipt,O!Save Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|PAYMENT|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
O'Reilly-Auto-Parts-Receipt,O'Reilly Auto Parts Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
OH!SOME-Lippo-Plaza-Kramat-Jati-Receipt,OH!SOME Lippo Plaza Kramat Jati Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
ORLEN-Receipt,ORLEN Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM|ITEMS|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,11
Oasis-Receipt,Oasis Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Odettes-Eatery-Receipt,Odettes Eatery Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|PAYMENT|PAYMENT|CUSTOM|CUSTOM|CUSTOM,ITEM,NO_ITEMS,NONE,LEFT,CRUMPLED_1,LEFT,6
Office-Depot-OfficeMax-Receipt,Office Depot / OfficeMax Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|BARCODE|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Oil-Change-Receipt,Oil Change Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|BARCODE|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Oisit-Nasakan-Bangka-Receipt,Oisit Nasakan Bangka Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Ola-Cab-Receipt,Ola Cab Receipt,MERCHANT_COPY,MIDDLE,MIDDLE,EMPTY,NONE,NONE,DATE|HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|PAYMENT|CUSTOM,ITEM>TOTAL>TENDER>META>AUTH,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Olive-Garden-Receipt,Olive Garden Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Oliver's-Receipt,Oliver's Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Ollie's-Bargain-Outlet-Receipt,Ollie’s Bargain Outlet Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|RESTAURANT|ITEMS|CUSTOM,META>ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
One-Twenty-Three-Burger-House-Receipt,One Twenty Three Burger House Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|DATE|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Orchard-City-Kitchen-Receipt,Orchard City Kitchen Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS,ITEM>SUBTOTAL>TAX>TIP>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,2
Orchard-Restaurant-Receipt,Orchard Restaurant Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Outback-Steakhouse-Receipt,Outback Steakhouse Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_4,CENTER,7
PACSUN-Receipt,PACSUN Receipt,MERCHANT_COPY,MIDDLE,TOP,EMPTY,EMPTY,NONE,HEADER|HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,11
PAK'nSAVE-Receipt,PAK'nSAVE Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
PC-Market-of-Choice-Receipt,PC Market of Choice Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|CUSTOM,ITEM>TENDER>CHANGE>SUBTOTAL>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
PIGI-Pasta-Bar-Receipt,PIGI Pasta Bar Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|ITEMS|ITEMS|CUSTOM|BARCODE,ITEM,ABSENT,BOTTOM,LEFT,CRUMPLED_1,RIGHT,7
Palm-Court-Receipt,Palm Court Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Panda-Express-Receipt,Panda Express Receipt,MERCHANT_COPY,TOP,NONE,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
Panda-Not-Express,Panda Not Express,MERCHANT_COPY,TOP,NONE,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
Pandora-Receipt,Pandora Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|RESTAURANT|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,NONE,UNSET,UNSET,CENTER,6
Papa-John's-Receipt,Papa John’s Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Paperchase-Receipt,Paperchase Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Pappasito's-Cantina-Receipt,Pappasito's Cantina Receipt,UNSET,TOP,TOP,STARS,NONE,NONE,HEADER|CUSTOM|PAYMENT|CUSTOM|PAYMENT|CUSTOM|CUSTOM|CUSTOM,TOTAL>ITEM,NO_ITEMS,NONE,UNSET,UNSET,CENTER,8
Parking-Ticket-Receipt,Parking Ticket Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,PERCENT_100,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>TOTAL>TENDER>META>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,6
Parking-lot-receipt,Parking lot receipt,UNSET,TOP,TOP,DASHES,NONE,NONE,HEADER|DATE|RESTAURANT|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,NO_ITEMS,NONE,UNSET,UNSET,CENTER,5
Party-King-Receipt,Party King Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|PAYMENT|CUSTOM,TOTAL>ITEM,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,8
Patel-Brothers-Receipt,Patel Brothers Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Pavilions-Receipt,Pavilions Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM|ITEMS|BARCODE|CUSTOM|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,11
Pawn-Shop-Receipt,Pawn Shop Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,NONE,PERCENT_10,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Peet's-Coffee-Receipt,Peet’s Coffee Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Pep-Boys-Receipt,Pep Boys Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|CUSTOM|BARCODE|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Pepco-Receipt,Pepco Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|ITEMS|BARCODE|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Perkins-Restaurant-and-Bakery-Receipt,Perkins Restaurant & Bakery Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Pest-Control-Receipt,Pest Control Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,EQUALS,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Pet-Supplies-Plus-Receipt,Pet Supplies Plus Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
PetSmart-Receipt,PetSmart Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,4
Petco-Receipt,Petco Receipt,UNSET,TOP,TOP,EMPTY,DASHES,NONE,HEADER|ITEMS|PAYMENT|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,UNSET,UNSET,CENTER,4
Petrol-Receipt,Petrol Receipt,MERCHANT_COPY,TOP,TOP,DOTS,NONE,NONE,HEADER|BARCODE|CUSTOM|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE,SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH>ITEM,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Pharmacy-Receipt,Pharmacy Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|BARCODE|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Phoenix-WSS-Receipt,Phoenix WSS Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE,ITEM,ABSENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,6
Photography-Receipt,Photography Receipt,MERCHANT_COPY,TOP,TOP,COLONS,STARS,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|BARCODE|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Pick-Me-Fresh-Receipt,Pick Me Fresh Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|ITEMS|ITEMS|CUSTOM|BARCODE|CUSTOM,ITEM>TOTAL,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Pier-1-Bar-and-Restaurant-Receipt,Pier 1 Bar & Restaurant Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Piggly-Wiggly-Receipt,Piggly Wiggly Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>TENDER>CHANGE,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Pilot-Receipt,Pilot Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,10
Pingo-Doce-Receipt,Pingo Doce Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Pint-Shop-Receipt,Pint Shop Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM>TOTAL>TIP,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Pita-Factory-Receipt,Pita Factory Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Pizza-Express-Receipt,Pizza Express Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Pizza-Hut-Receipt,Pizza Hut Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|CUSTOM|ITEMS|RESTAURANT|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,9
Plachutta-Receipt,Plachutta Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Plumbing-Receipt,Plumbing Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,8
Pokusevskis-Receipt,Pokusevskis Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TOTAL,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Popeyes-Receipt,Popeyes Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM|ITEMS,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Popeyes-receipt-example-with-Chicken-Combo-Fries-Sprite-and-3-more-items-totalling-38-dollars-89-cents,"Popeyes receipt example with Chicken Combo, Fries, Sprite and 3 more items totalling 38 dollars 89 cents",MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|ITEMS|PAYMENT|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,UNSET,UNSET,CENTER,5
Popeyes-receipt,Popeyes receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|ITEMS|PAYMENT|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,UNSET,UNSET,CENTER,5
Portillo's-Receipt,Portillo's Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|PAYMENT|CUSTOM|PAYMENT|CUSTOM,META>ITEM>SUBTOTAL>TAX>TOTAL>TENDER,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Post-Office-Ltd-Self-Service-Receipt,Post Office Ltd Self Service Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM>TAX,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,10
Pottery-Barn-Receipt,Pottery Barn Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Prada-Receipt,Prada Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,PERCENT_50,HEADER|RESTAURANT|ITEMS|DATE|CUSTOM|PAYMENT|CUSTOM|BARCODE|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,11
Prescription-Receipt,Prescription Receipt,MERCHANT_COPY,TOP,TOP,DASHES,EQUALS,PERCENT_20,HEADER|CUSTOM|BARCODE|DATE|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Presidente-Supermarket-Receipt,Presidente Supermarket Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
